Question ID,NetSuite Module,User Question,Clarification Question,Query ID,Live Lookup Field,SQL Query,Available Options,JSON Status,JSON Row Count,JSON Error,JSON Details,JSON Items,Selector Type
q262,System,Show standard pricing,Which type?,generic-type,'standard',"SELECT 'standard' as value, 'Standard' as display_value FROM DUAL UNION ALL SELECT 'custom' as value, 'Custom' as display_value FROM DUAL UNION ALL SELECT 'special' as value, 'Special' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Types' as display_value FROM DUAL","All Types, Custom, Special, Standard",success,4,,,"[{""links"": [], ""display_value"": ""All Types"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Custom"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Special"", ""value"": ""special""}, {""links"": [], ""display_value"": ""Standard"", ""value"": ""standard""}]",Checkbox Multi-Select
q263,System,Format dates as MM/DD/YYYY,Which date format?,date-format,'mm/dd/yyyy',"SELECT 'mm/dd/yyyy' as value, 'MM/DD/YYYY' as display_value FROM DUAL UNION ALL SELECT 'dd/mm/yyyy' as value, 'DD/MM/YYYY' as display_value FROM DUAL UNION ALL SELECT 'yyyy-mm-dd' as value, 'YYYY-MM-DD' as display_value FROM DUAL UNION ALL SELECT 'custom' as value, 'Custom Format' as display_value FROM DUAL","Custom Format, DD/MM/YYYY, MM/DD/YYYY, YYYY-MM-DD",success,4,,,"[{""links"": [], ""display_value"": ""Custom Format"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""DD/MM/YYYY"", ""value"": ""dd/mm/yyyy""}, {""links"": [], ""display_value"": ""MM/DD/YYYY"", ""value"": ""mm/dd/yyyy""}, {""links"": [], ""display_value"": ""YYYY-MM-DD"", ""value"": ""yyyy-mm-dd""}]",Checkbox Multi-Select
q264,System,Use advanced features,Using which feature?,feature-selection,'standard',"SELECT 'standard' as value, 'Standard Features' as display_value FROM DUAL UNION ALL SELECT 'advanced' as value, 'Advanced Features' as display_value FROM DUAL UNION ALL SELECT 'custom' as value, 'Custom Features' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Features' as display_value FROM DUAL","Advanced Features, All Features, Custom Features, Standard Features",success,4,,,"[{""links"": [], ""display_value"": ""Advanced Features"", ""value"": ""advanced""}, {""links"": [], ""display_value"": ""All Features"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Custom Features"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Standard Features"", ""value"": ""standard""}]",Checkbox Multi-Select
q265,Custom,Show text custom fields,Which custom fields?,custom-fields,'text',"SELECT 'text' as value, 'Text Fields' as display_value FROM DUAL UNION ALL SELECT 'number' as value, 'Numeric Fields' as display_value FROM DUAL UNION ALL SELECT 'date' as value, 'Date Fields' as display_value FROM DUAL UNION ALL SELECT 'list' as value, 'List Fields' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Custom Fields' as display_value FROM DUAL","All Custom Fields, Date Fields, List Fields, Numeric Fields, Text Fields",success,5,,,"[{""links"": [], ""display_value"": ""All Custom Fields"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Date Fields"", ""value"": ""date""}, {""links"": [], ""display_value"": ""List Fields"", ""value"": ""list""}, {""links"": [], ""display_value"": ""Numeric Fields"", ""value"": ""number""}, {""links"": [], ""display_value"": ""Text Fields"", ""value"": ""text""}]",Checkbox Multi-Select
q266,Workflow,Run approval workflow,Which workflow?,workflow-selection,'standard',"SELECT 'standard' as value, 'Standard Workflow' as display_value FROM DUAL UNION ALL SELECT 'approval' as value, 'Approval Workflow' as display_value FROM DUAL UNION ALL SELECT 'custom' as value, 'Custom Workflow' as display_value FROM DUAL UNION ALL SELECT 'automated' as value, 'Automated Workflow' as display_value FROM DUAL","Approval Workflow, Automated Workflow, Custom Workflow, Standard Workflow",success,4,,,"[{""links"": [], ""display_value"": ""Approval Workflow"", ""value"": ""approval""}, {""links"": [], ""display_value"": ""Automated Workflow"", ""value"": ""automated""}, {""links"": [], ""display_value"": ""Custom Workflow"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Standard Workflow"", ""value"": ""standard""}]",Checkbox Multi-Select
q267,System,Limit to 500 results,Maximum results?,max-results,'100',"SELECT '100' as value, 'Up to 100' as display_value FROM DUAL UNION ALL SELECT '500' as value, 'Up to 500' as display_value FROM DUAL UNION ALL SELECT '1000' as value, 'Up to 1000' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Results' as display_value FROM DUAL","Up to 100, Up to 1000, Up to 500, All Results",success,4,,,"[{""links"": [], ""display_value"": ""Up to 100"", ""value"": ""100""}, {""links"": [], ""display_value"": ""Up to 1000"", ""value"": ""1000""}, {""links"": [], ""display_value"": ""Up to 500"", ""value"": ""500""}, {""links"": [], ""display_value"": ""All Results"", ""value"": ""all""}]",Checkbox Multi-Select
q268,System,Process immediately,Processing preference?,processing-preference,'immediate',"SELECT 'immediate' as value, 'Process Immediately' as display_value FROM DUAL UNION ALL SELECT 'batch' as value, 'Batch Processing' as display_value FROM DUAL UNION ALL SELECT 'scheduled' as value, 'Scheduled Processing' as display_value FROM DUAL UNION ALL SELECT 'manual' as value, 'Manual Processing' as display_value FROM DUAL","Batch Processing, Process Immediately, Manual Processing, Scheduled Processing",success,4,,,"[{""links"": [], ""display_value"": ""Batch Processing"", ""value"": ""batch""}, {""links"": [], ""display_value"": ""Process Immediately"", ""value"": ""immediate""}, {""links"": [], ""display_value"": ""Manual Processing"", ""value"": ""manual""}, {""links"": [], ""display_value"": ""Scheduled Processing"", ""value"": ""scheduled""}]",Radio Buttons
q269,Reporting,Show 6 months history,How far back?,history-depth,'1month',"SELECT '1month' as value, '1 Month' as display_value FROM DUAL UNION ALL SELECT '3months' as value, '3 Months' as display_value FROM DUAL UNION ALL SELECT '6months' as value, '6 Months' as display_value FROM DUAL UNION ALL SELECT '1year' as value, '1 Year' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All History' as display_value FROM DUAL","1 Month, 1 Year, 3 Months, 6 Months, All History",success,5,,,"[{""links"": [], ""display_value"": ""1 Month"", ""value"": ""1month""}, {""links"": [], ""display_value"": ""1 Year"", ""value"": ""1year""}, {""links"": [], ""display_value"": ""3 Months"", ""value"": ""3months""}, {""links"": [], ""display_value"": ""6 Months"", ""value"": ""6months""}, {""links"": [], ""display_value"": ""All History"", ""value"": ""all""}]",Checkbox Multi-Select
q270,Reporting,Show monthly totals,Aggregation level?,aggregation-level,'none',"SELECT 'none' as value, 'No Aggregation' as display_value FROM DUAL UNION ALL SELECT 'daily' as value, 'Daily Totals' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly Totals' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly Totals' as display_value FROM DUAL UNION ALL SELECT 'yearly' as value, 'Yearly Totals' as display_value FROM DUAL","Daily Totals, Monthly Totals, No Aggregation, Weekly Totals, Yearly Totals",success,5,,,"[{""links"": [], ""display_value"": ""Daily Totals"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly Totals"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""No Aggregation"", ""value"": ""none""}, {""links"": [], ""display_value"": ""Weekly Totals"", ""value"": ""weekly""}, {""links"": [], ""display_value"": ""Yearly Totals"", ""value"": ""yearly""}]",Radio Buttons
q271,Financial Management,What's our working capital?,Which account types would you like to include?,account-types,accttype,"SELECT DISTINCT a.accttype as value, CASE a.accttype WHEN 'Bank' THEN 'Bank' WHEN 'AcctRec' THEN 'Accounts Receivable' WHEN 'AcctPay' THEN 'Accounts Payable' WHEN 'OthCurrAsset' THEN 'Other Current Asset' WHEN 'FixedAsset' THEN 'Fixed Asset' WHEN 'OthAsset' THEN 'Other Asset' WHEN 'LongTermLiab' THEN 'Long Term Liability' WHEN 'Equity' THEN 'Equity' WHEN 'Income' THEN 'Income' WHEN 'COGS' THEN 'Cost of Goods Sold' WHEN 'Expense' THEN 'Expense' WHEN 'OthIncome' THEN 'Other Income' WHEN 'OthExpense' THEN 'Other Expense' ELSE a.accttype END as display_value FROM account a WHERE ROWNUM <= 100","Accounts Payable, Accounts Receivable, Bank, Cost of Goods Sold",success,4,,,"[{""links"": [], ""display_value"": ""Accounts Payable"", ""value"": ""AcctPay""}, {""links"": [], ""display_value"": ""Accounts Receivable"", ""value"": ""AcctRec""}, {""links"": [], ""display_value"": ""Bank"", ""value"": ""Bank""}, {""links"": [], ""display_value"": ""Cost of Goods Sold"", ""value"": ""COGS""}]",Checkbox Multi-Select
q272,Financial Management,Show treasury position,Which account types would you like to include?,account-types,accttype,"SELECT DISTINCT a.accttype as value, CASE a.accttype WHEN 'Bank' THEN 'Bank' WHEN 'AcctRec' THEN 'Accounts Receivable' WHEN 'AcctPay' THEN 'Accounts Payable' WHEN 'OthCurrAsset' THEN 'Other Current Asset' WHEN 'FixedAsset' THEN 'Fixed Asset' WHEN 'OthAsset' THEN 'Other Asset' WHEN 'LongTermLiab' THEN 'Long Term Liability' WHEN 'Equity' THEN 'Equity' WHEN 'Income' THEN 'Income' WHEN 'COGS' THEN 'Cost of Goods Sold' WHEN 'Expense' THEN 'Expense' WHEN 'OthIncome' THEN 'Other Income' WHEN 'OthExpense' THEN 'Other Expense' ELSE a.accttype END as display_value FROM account a WHERE ROWNUM <= 100","Accounts Payable, Accounts Receivable, Bank, Cost of Goods Sold",success,4,,,"[{""links"": [], ""display_value"": ""Accounts Payable"", ""value"": ""AcctPay""}, {""links"": [], ""display_value"": ""Accounts Receivable"", ""value"": ""AcctRec""}, {""links"": [], ""display_value"": ""Bank"", ""value"": ""Bank""}, {""links"": [], ""display_value"": ""Cost of Goods Sold"", ""value"": ""COGS""}]",Checkbox Multi-Select
q273,Financial Management,List recurring journals,Which types of journal entries should be included?,journal-entry-types,'Journal',"SELECT 'Journal' as value, 'Standard Journal Entry' as display_value FROM DUAL UNION ALL SELECT 'Advanced' as value, 'Advanced Intercompany Journal' as display_value FROM DUAL","Advanced Intercompany Journal, Standard Journal Entry",success,2,,,"[{""links"": [], ""display_value"": ""Advanced Intercompany Journal"", ""value"": ""Advanced""}, {""links"": [], ""display_value"": ""Standard Journal Entry"", ""value"": ""Journal""}]",Checkbox Multi-Select
q274,Financial Management,Show consolidation entries,Which types of journal entries should be included?,journal-entry-types,'Journal',"SELECT 'Journal' as value, 'Standard Journal Entry' as display_value FROM DUAL UNION ALL SELECT 'Advanced' as value, 'Advanced Intercompany Journal' as display_value FROM DUAL","Advanced Intercompany Journal, Standard Journal Entry",success,2,,,"[{""links"": [], ""display_value"": ""Advanced Intercompany Journal"", ""value"": ""Advanced""}, {""links"": [], ""display_value"": ""Standard Journal Entry"", ""value"": ""Journal""}]",Checkbox Multi-Select
q275,Financial Management,Track cash conversion cycle,What time period would you like to analyze?,time-period,'mtd',SELECT * FROM time_period_options,"Custom Date Range, Month to Date, Quarter to Date, Rolling 30 Days, Rolling 90 Days, Year to Date",success,6,,,"[{""links"": [], ""display_value"": ""Custom Date Range"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Month to Date"", ""value"": ""mtd""}, {""links"": [], ""display_value"": ""Quarter to Date"", ""value"": ""qtd""}, {""links"": [], ""display_value"": ""Rolling 30 Days"", ""value"": ""rolling30""}, {""links"": [], ""display_value"": ""Rolling 90 Days"", ""value"": ""rolling90""}, {""links"": [], ""display_value"": ""Year to Date"", ""value"": ""ytd""}]",Dropdown Multi-Select
q276,Financial Management,Show liquidity ratios,What time period would you like to analyze?,time-period,'mtd',SELECT * FROM time_period_options,"Custom Date Range, Month to Date, Quarter to Date, Rolling 30 Days, Rolling 90 Days, Year to Date",success,6,,,"[{""links"": [], ""display_value"": ""Custom Date Range"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Month to Date"", ""value"": ""mtd""}, {""links"": [], ""display_value"": ""Quarter to Date"", ""value"": ""qtd""}, {""links"": [], ""display_value"": ""Rolling 30 Days"", ""value"": ""rolling30""}, {""links"": [], ""display_value"": ""Rolling 90 Days"", ""value"": ""rolling90""}, {""links"": [], ""display_value"": ""Year to Date"", ""value"": ""ytd""}]",Dropdown Multi-Select
q277,Financial Management,Calculate debt coverage,What time period would you like to analyze?,time-period,'mtd',SELECT * FROM time_period_options,"Custom Date Range, Month to Date, Quarter to Date, Rolling 30 Days, Rolling 90 Days, Year to Date",success,6,,,"[{""links"": [], ""display_value"": ""Custom Date Range"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Month to Date"", ""value"": ""mtd""}, {""links"": [], ""display_value"": ""Quarter to Date"", ""value"": ""qtd""}, {""links"": [], ""display_value"": ""Rolling 30 Days"", ""value"": ""rolling30""}, {""links"": [], ""display_value"": ""Rolling 90 Days"", ""value"": ""rolling90""}, {""links"": [], ""display_value"": ""Year to Date"", ""value"": ""ytd""}]",Dropdown Multi-Select
q278,Financial Management,Show financial KPIs,What time period would you like to analyze?,time-period,'mtd',SELECT * FROM time_period_options,"Custom Date Range, Month to Date, Quarter to Date, Rolling 30 Days, Rolling 90 Days, Year to Date",success,6,,,"[{""links"": [], ""display_value"": ""Custom Date Range"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Month to Date"", ""value"": ""mtd""}, {""links"": [], ""display_value"": ""Quarter to Date"", ""value"": ""qtd""}, {""links"": [], ""display_value"": ""Rolling 30 Days"", ""value"": ""rolling30""}, {""links"": [], ""display_value"": ""Rolling 90 Days"", ""value"": ""rolling90""}, {""links"": [], ""display_value"": ""Year to Date"", ""value"": ""ytd""}]",Dropdown Multi-Select
q279,Reporting,Track expense trends,How should I group the time periods?,time-grouping,'daily',"SELECT 'daily' as value, 'Daily' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly' as display_value FROM DUAL UNION ALL SELECT 'quarterly' as value, 'Quarterly' as display_value FROM DUAL UNION ALL SELECT 'yearly' as value, 'Yearly' as display_value FROM DUAL","Daily, Monthly, Quarterly, Weekly, Yearly",success,5,,,"[{""links"": [], ""display_value"": ""Daily"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""Quarterly"", ""value"": ""quarterly""}, {""links"": [], ""display_value"": ""Weekly"", ""value"": ""weekly""}, {""links"": [], ""display_value"": ""Yearly"", ""value"": ""yearly""}]",Radio Buttons
q280,Reporting,Show revenue by quarter,How should I group the time periods?,time-grouping,'daily',"SELECT 'daily' as value, 'Daily' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly' as display_value FROM DUAL UNION ALL SELECT 'quarterly' as value, 'Quarterly' as display_value FROM DUAL UNION ALL SELECT 'yearly' as value, 'Yearly' as display_value FROM DUAL","Daily, Monthly, Quarterly, Weekly, Yearly",success,5,,,"[{""links"": [], ""display_value"": ""Daily"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""Quarterly"", ""value"": ""quarterly""}, {""links"": [], ""display_value"": ""Weekly"", ""value"": ""weekly""}, {""links"": [], ""display_value"": ""Yearly"", ""value"": ""yearly""}]",Radio Buttons
q281,Financial Analysis,Calculate YoY growth,Compare against what?,comparison-basis,'prior_period',"SELECT 'prior_period' as value, 'Prior Period' as display_value FROM DUAL UNION ALL SELECT 'prior_year' as value, 'Prior Year' as display_value FROM DUAL UNION ALL SELECT 'budget' as value, 'Budget' as display_value FROM DUAL UNION ALL SELECT 'forecast' as value, 'Forecast' as display_value FROM DUAL","Budget, Forecast, Prior Period, Prior Year",success,4,,,"[{""links"": [], ""display_value"": ""Budget"", ""value"": ""budget""}, {""links"": [], ""display_value"": ""Forecast"", ""value"": ""forecast""}, {""links"": [], ""display_value"": ""Prior Period"", ""value"": ""prior_period""}, {""links"": [], ""display_value"": ""Prior Year"", ""value"": ""prior_year""}]",Radio Buttons
q282,Financial Analysis,Show budget performance,Compare against what?,comparison-basis,'prior_period',"SELECT 'prior_period' as value, 'Prior Period' as display_value FROM DUAL UNION ALL SELECT 'prior_year' as value, 'Prior Year' as display_value FROM DUAL UNION ALL SELECT 'budget' as value, 'Budget' as display_value FROM DUAL UNION ALL SELECT 'forecast' as value, 'Forecast' as display_value FROM DUAL","Budget, Forecast, Prior Period, Prior Year",success,4,,,"[{""links"": [], ""display_value"": ""Budget"", ""value"": ""budget""}, {""links"": [], ""display_value"": ""Forecast"", ""value"": ""forecast""}, {""links"": [], ""display_value"": ""Prior Period"", ""value"": ""prior_period""}, {""links"": [], ""display_value"": ""Prior Year"", ""value"": ""prior_year""}]",Radio Buttons
q283,Financial Management,Track EBITDA,Which period basis?,period-basis,'accrual',"SELECT 'accrual' as value, 'Accrual Basis' as display_value FROM DUAL UNION ALL SELECT 'cash' as value, 'Cash Basis' as display_value FROM DUAL UNION ALL SELECT 'hybrid' as value, 'Hybrid Method' as display_value FROM DUAL","Accrual Basis, Cash Basis, Hybrid Method",success,3,,,"[{""links"": [], ""display_value"": ""Accrual Basis"", ""value"": ""accrual""}, {""links"": [], ""display_value"": ""Cash Basis"", ""value"": ""cash""}, {""links"": [], ""display_value"": ""Hybrid Method"", ""value"": ""hybrid""}]",Checkbox Multi-Select
q284,Financial Management,Calculate free cash flow,Which period basis?,period-basis,'accrual',"SELECT 'accrual' as value, 'Accrual Basis' as display_value FROM DUAL UNION ALL SELECT 'cash' as value, 'Cash Basis' as display_value FROM DUAL UNION ALL SELECT 'hybrid' as value, 'Hybrid Method' as display_value FROM DUAL","Accrual Basis, Cash Basis, Hybrid Method",success,3,,,"[{""links"": [], ""display_value"": ""Accrual Basis"", ""value"": ""accrual""}, {""links"": [], ""display_value"": ""Cash Basis"", ""value"": ""cash""}, {""links"": [], ""display_value"": ""Hybrid Method"", ""value"": ""hybrid""}]",Checkbox Multi-Select
q285,Financial Management,Show P&L statement,Which accounting standard should I follow?,accounting-standard,'gaap',"SELECT 'gaap' as value, 'US GAAP' as display_value FROM DUAL UNION ALL SELECT 'ifrs' as value, 'IFRS' as display_value FROM DUAL UNION ALL SELECT 'local' as value, 'Local GAAP' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Basis' as display_value FROM DUAL","US GAAP, IFRS, Local GAAP, Tax Basis",success,4,,,"[{""links"": [], ""display_value"": ""US GAAP"", ""value"": ""gaap""}, {""links"": [], ""display_value"": ""IFRS"", ""value"": ""ifrs""}, {""links"": [], ""display_value"": ""Local GAAP"", ""value"": ""local""}, {""links"": [], ""display_value"": ""Tax Basis"", ""value"": ""tax""}]",Checkbox Multi-Select
q286,Financial Management,Generate balance sheet,Which accounting standard should I follow?,accounting-standard,'gaap',"SELECT 'gaap' as value, 'US GAAP' as display_value FROM DUAL UNION ALL SELECT 'ifrs' as value, 'IFRS' as display_value FROM DUAL UNION ALL SELECT 'local' as value, 'Local GAAP' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Basis' as display_value FROM DUAL","US GAAP, IFRS, Local GAAP, Tax Basis",success,4,,,"[{""links"": [], ""display_value"": ""US GAAP"", ""value"": ""gaap""}, {""links"": [], ""display_value"": ""IFRS"", ""value"": ""ifrs""}, {""links"": [], ""display_value"": ""Local GAAP"", ""value"": ""local""}, {""links"": [], ""display_value"": ""Tax Basis"", ""value"": ""tax""}]",Checkbox Multi-Select
q287,Financial Management,Show cash flow statement,Which accounting standard should I follow?,accounting-standard,'gaap',"SELECT 'gaap' as value, 'US GAAP' as display_value FROM DUAL UNION ALL SELECT 'ifrs' as value, 'IFRS' as display_value FROM DUAL UNION ALL SELECT 'local' as value, 'Local GAAP' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Basis' as display_value FROM DUAL","US GAAP, IFRS, Local GAAP, Tax Basis",success,4,,,"[{""links"": [], ""display_value"": ""US GAAP"", ""value"": ""gaap""}, {""links"": [], ""display_value"": ""IFRS"", ""value"": ""ifrs""}, {""links"": [], ""display_value"": ""Local GAAP"", ""value"": ""local""}, {""links"": [], ""display_value"": ""Tax Basis"", ""value"": ""tax""}]",Checkbox Multi-Select
q288,Financial Management,Track working capital changes,What time period would you like to analyze?,time-period,'mtd',SELECT * FROM time_period_options,"Custom Date Range, Month to Date, Quarter to Date, Rolling 30 Days, Rolling 90 Days, Year to Date",success,6,,,"[{""links"": [], ""display_value"": ""Custom Date Range"", ""value"": ""custom""}, {""links"": [], ""display_value"": ""Month to Date"", ""value"": ""mtd""}, {""links"": [], ""display_value"": ""Quarter to Date"", ""value"": ""qtd""}, {""links"": [], ""display_value"": ""Rolling 30 Days"", ""value"": ""rolling30""}, {""links"": [], ""display_value"": ""Rolling 90 Days"", ""value"": ""rolling90""}, {""links"": [], ""display_value"": ""Year to Date"", ""value"": ""ytd""}]",Dropdown Multi-Select
q289,Financial Management,Show debt schedule,Which schedule type do you want?,schedule-type,'amortization',"SELECT 'amortization' as value, 'Amortization Schedule' as display_value FROM DUAL UNION ALL SELECT 'depreciation' as value, 'Depreciation Schedule' as display_value FROM DUAL UNION ALL SELECT 'recognition' as value, 'Recognition Schedule' as display_value FROM DUAL UNION ALL SELECT 'payment' as value, 'Payment Schedule' as display_value FROM DUAL","Amortization Schedule, Depreciation Schedule, Payment Schedule, Recognition Schedule",success,4,,,"[{""links"": [], ""display_value"": ""Amortization Schedule"", ""value"": ""amortization""}, {""links"": [], ""display_value"": ""Depreciation Schedule"", ""value"": ""depreciation""}, {""links"": [], ""display_value"": ""Payment Schedule"", ""value"": ""payment""}, {""links"": [], ""display_value"": ""Recognition Schedule"", ""value"": ""recognition""}]",Checkbox Multi-Select
q290,Financial Analysis,Calculate interest coverage,How should I calculate?,calculation-method,'average',"SELECT 'average' as value, 'Average' as display_value FROM DUAL UNION ALL SELECT 'weighted' as value, 'Weighted Average' as display_value FROM DUAL UNION ALL SELECT 'median' as value, 'Median' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum Total' as display_value FROM DUAL","Average, Median, Sum Total, Weighted Average",success,4,,,"[{""links"": [], ""display_value"": ""Average"", ""value"": ""average""}, {""links"": [], ""display_value"": ""Median"", ""value"": ""median""}, {""links"": [], ""display_value"": ""Sum Total"", ""value"": ""sum""}, {""links"": [], ""display_value"": ""Weighted Average"", ""value"": ""weighted""}]",Radio Buttons
q291,Compliance,Show covenant compliance,Which compliance aspects should I check?,compliance-aspects,'sox',"SELECT 'sox' as value, 'SOX Compliance' as display_value FROM DUAL UNION ALL SELECT 'tax' as value, 'Tax Compliance' as display_value FROM DUAL UNION ALL SELECT 'regulatory' as value, 'Regulatory Compliance' as display_value FROM DUAL UNION ALL SELECT 'internal' as value, 'Internal Controls' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Compliance Areas' as display_value FROM DUAL","All Compliance Areas, Internal Controls, Regulatory Compliance, SOX Compliance, Tax Compliance",success,5,,,"[{""links"": [], ""display_value"": ""All Compliance Areas"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Internal Controls"", ""value"": ""internal""}, {""links"": [], ""display_value"": ""Regulatory Compliance"", ""value"": ""regulatory""}, {""links"": [], ""display_value"": ""SOX Compliance"", ""value"": ""sox""}, {""links"": [], ""display_value"": ""Tax Compliance"", ""value"": ""tax""}]",Checkbox Multi-Select
q292,Planning & Budgeting,Track capital expenditures,Which budget category?,budget-category,'operating',"SELECT 'operating' as value, 'Operating Budget' as display_value FROM DUAL UNION ALL SELECT 'capital' as value, 'Capital Budget' as display_value FROM DUAL UNION ALL SELECT 'project' as value, 'Project Budget' as display_value FROM DUAL UNION ALL SELECT 'departmental' as value, 'Departmental Budget' as display_value FROM DUAL","Capital Budget, Departmental Budget, Operating Budget, Project Budget",success,4,,,"[{""links"": [], ""display_value"": ""Capital Budget"", ""value"": ""capital""}, {""links"": [], ""display_value"": ""Departmental Budget"", ""value"": ""departmental""}, {""links"": [], ""display_value"": ""Operating Budget"", ""value"": ""operating""}, {""links"": [], ""display_value"": ""Project Budget"", ""value"": ""project""}]",Checkbox Multi-Select
q293,Fixed Assets,Show depreciation expense,Which depreciation method should I use?,depreciation-methods,'sl',"SELECT 'sl' as value, 'Straight Line' as display_value FROM DUAL UNION ALL SELECT 'dd' as value, 'Declining Balance' as display_value FROM DUAL UNION ALL SELECT 'sum' as value, 'Sum of Years Digits' as display_value FROM DUAL","Declining Balance, Straight Line, Sum of Years Digits",success,3,,,"[{""links"": [], ""display_value"": ""Declining Balance"", ""value"": ""dd""}, {""links"": [], ""display_value"": ""Straight Line"", ""value"": ""sl""}, {""links"": [], ""display_value"": ""Sum of Years Digits"", ""value"": ""sum""}]",Checkbox Multi-Select
q294,Financial Analysis,Calculate ROA,How should I calculate ROI?,roi-calculation,'simple',"SELECT 'simple' as value, 'Simple ROI' as display_value FROM DUAL UNION ALL SELECT 'annualized' as value, 'Annualized ROI' as display_value FROM DUAL UNION ALL SELECT 'adjusted' as value, 'Risk-Adjusted ROI' as display_value FROM DUAL UNION ALL SELECT 'incremental' as value, 'Incremental ROI' as display_value FROM DUAL","Risk-Adjusted ROI, Annualized ROI, Incremental ROI, Simple ROI",success,4,,,"[{""links"": [], ""display_value"": ""Risk-Adjusted ROI"", ""value"": ""adjusted""}, {""links"": [], ""display_value"": ""Annualized ROI"", ""value"": ""annualized""}, {""links"": [], ""display_value"": ""Incremental ROI"", ""value"": ""incremental""}, {""links"": [], ""display_value"": ""Simple ROI"", ""value"": ""simple""}]",Radio Buttons
q295,Financial Analysis,Show ROE trends,How should I calculate ROI?,roi-calculation,'simple',"SELECT 'simple' as value, 'Simple ROI' as display_value FROM DUAL UNION ALL SELECT 'annualized' as value, 'Annualized ROI' as display_value FROM DUAL UNION ALL SELECT 'adjusted' as value, 'Risk-Adjusted ROI' as display_value FROM DUAL UNION ALL SELECT 'incremental' as value, 'Incremental ROI' as display_value FROM DUAL","Risk-Adjusted ROI, Annualized ROI, Incremental ROI, Simple ROI",success,4,,,"[{""links"": [], ""display_value"": ""Risk-Adjusted ROI"", ""value"": ""adjusted""}, {""links"": [], ""display_value"": ""Annualized ROI"", ""value"": ""annualized""}, {""links"": [], ""display_value"": ""Incremental ROI"", ""value"": ""incremental""}, {""links"": [], ""display_value"": ""Simple ROI"", ""value"": ""simple""}]",Radio Buttons
q296,Financial Analysis,Track gross profit margin,Which margin formula?,margin-formula,'gross',"SELECT 'gross' as value, 'Gross Margin' as display_value FROM DUAL UNION ALL SELECT 'contribution' as value, 'Contribution Margin' as display_value FROM DUAL UNION ALL SELECT 'operating' as value, 'Operating Margin' as display_value FROM DUAL UNION ALL SELECT 'net' as value, 'Net Margin' as display_value FROM DUAL","Contribution Margin, Gross Margin, Net Margin, Operating Margin",success,4,,,"[{""links"": [], ""display_value"": ""Contribution Margin"", ""value"": ""contribution""}, {""links"": [], ""display_value"": ""Gross Margin"", ""value"": ""gross""}, {""links"": [], ""display_value"": ""Net Margin"", ""value"": ""net""}, {""links"": [], ""display_value"": ""Operating Margin"", ""value"": ""operating""}]",Checkbox Multi-Select
q297,Financial Analysis,Show operating leverage,Which margin formula?,margin-formula,'gross',"SELECT 'gross' as value, 'Gross Margin' as display_value FROM DUAL UNION ALL SELECT 'contribution' as value, 'Contribution Margin' as display_value FROM DUAL UNION ALL SELECT 'operating' as value, 'Operating Margin' as display_value FROM DUAL UNION ALL SELECT 'net' as value, 'Net Margin' as display_value FROM DUAL","Contribution Margin, Gross Margin, Net Margin, Operating Margin",success,4,,,"[{""links"": [], ""display_value"": ""Contribution Margin"", ""value"": ""contribution""}, {""links"": [], ""display_value"": ""Gross Margin"", ""value"": ""gross""}, {""links"": [], ""display_value"": ""Net Margin"", ""value"": ""net""}, {""links"": [], ""display_value"": ""Operating Margin"", ""value"": ""operating""}]",Checkbox Multi-Select
